Place Name,Dataset,Numero_Recensioni,Latitude,Longitude,Link_to_Place,Address
Alrica,braga,1,,,"https://www.google.com/maps/search/Alrica+R.+do+Vale+Formoso+de+Cima+125B,+1950-273+Lisboa,+Portugal","R. do Vale Formoso de Cima 125B, 1950-273 Lisboa, Portugal"
Alvito Recreational Park,braga,1,,,"https://www.google.com/maps/search/Alvito+Recreational+Park+Estr.+Alvito,+Lisboa,+Portugal","Estr. Alvito, Lisboa, Portugal"
Amoreiras,braga,1,,,"https://www.google.com/maps/search/Amoreiras+Av.+Eng.+Duarte+Pacheco,+1070-103+Lisboa,+Portugal","Av. Eng. Duarte Pacheco, 1070-103 Lisboa, Portugal"
Amorino,braga,1,,,"https://www.google.com/maps/search/Amorino+R.+Augusta+209,+1100-051+Lisboa,+Portugal","R. Augusta 209, 1100-051 Lisboa, Portugal"
Arcaz Velho,braga,1,,,"https://www.google.com/maps/search/Arcaz+Velho+Cal%C3%A7ada+do+Forte+56,+1100-256+Lisboa,+Portugal","Calçada do Forte 56, 1100-256 Lisboa, Portugal"
Arco da Rua Augusta,braga,1,,,"https://www.google.com/maps/search/Arco+da+Rua+Augusta+R.+Augusta+2,+1100-053+Lisboa,+Portugal","R. Augusta 2, 1100-053 Lisboa, Portugal"
Armazéns do Chiado,braga,2,,,"https://www.google.com/maps/search/Armaz%C3%A9ns+do+Chiado+R.+do+Carmo,+1200-094+Lisboa,+Portugal","R. do Carmo, 1200-094 Lisboa, Portugal"
Asian grocery market Mr Lin,braga,1,,,"https://www.google.com/maps/search/Asian+grocery+market+Mr+Lin+Av.+Aquilino+Ribeiro+Machado,+1990-094+Lisboa,+Portugal","Av. Aquilino Ribeiro Machado, 1990-094 Lisboa, Portugal"
Atrium Saldanha,braga,2,,,"https://www.google.com/maps/search/Atrium+Saldanha+Pra%C3%A7a+Duque+de+Saldanha+1,+1050-094+Lisboa,+Portugal","Praça Duque de Saldanha 1, 1050-094 Lisboa, Portugal"
BMW Caetano Baviera Lisboa,braga,1,,,"https://www.google.com/maps/search/BMW+Caetano+Baviera+Lisboa+Alameda+dos+Oceanos+113+115,+1990-392+Lisboa,+Portugal","Alameda dos Oceanos 113 115, 1990-392 Lisboa, Portugal"
"Balcão Santander Benfica Igreja, Lisboa",braga,1,,,"https://www.google.com/maps/search/Balc%C3%A3o+Santander+Benfica+Igreja,+Lisboa+Estr.+de+Benfica+672,+1500-109+Lisboa,+Portugal","Estr. de Benfica 672, 1500-109 Lisboa, Portugal"
Banco CTT Restauradores,braga,1,,,"https://www.google.com/maps/search/Banco+CTT+Restauradores+Pra%C3%A7a+dos+Restauradores+N%C2%BA+58,+1250-998+Lisboa,+Portugal","Praça dos Restauradores Nº 58, 1250-998 Lisboa, Portugal"
Bar Association Lisbon,braga,1,,,"https://www.google.com/maps/search/Bar+Association+Lisbon+Rua+dos+Anjos+79,+1150-287+Lisboa,+Portugal","Rua dos Anjos 79, 1150-287 Lisboa, Portugal"
Bar Hawaii,braga,1,,,"https://www.google.com/maps/search/Bar+Hawaii+de+Armz+1,+Doca+Alc%C3%A2ntara,+1350-353+Lisboa,+Portugal","de Armz 1, Doca Alcântara, 1350-353 Lisboa, Portugal"
Belém Tower,braga,4,,,"https://www.google.com/maps/search/Bel%C3%A9m+Tower+Av.+Bras%C3%ADlia,+1400-038+Lisboa,+Portugal","Av. Brasília, 1400-038 Lisboa, Portugal"
Boa-Hora,braga,1,,,"https://www.google.com/maps/search/Boa-Hora+Tv.+da+Boa+Hora+%C3%A0+Ajuda+10C,+1300-103+Lisboa,+Portugal","Tv. da Boa Hora à Ajuda 10C, 1300-103 Lisboa, Portugal"
Brazilian Concept Baixa Chiado,braga,1,,,"https://www.google.com/maps/search/Brazilian+Concept+Baixa+Chiado+R.+do+Crucifixo+126+128,+1100-185+Lisboa,+Portugal","R. do Crucifixo 126 128, 1100-185 Lisboa, Portugal"
Burger King 2ª Circular,braga,1,,,"https://www.google.com/maps/search/Burger+King+2%C2%AA+Circular+Av.+Mal.+Craveiro+Lopes,+1800-111+Lisboa,+Portugal","Av. Mal. Craveiro Lopes, 1800-111 Lisboa, Portugal"
Burger King Rossio,braga,1,,,"https://www.google.com/maps/search/Burger+King+Rossio+R.+do+Carmo+97,+1200-093+Lisboa,+Portugal","R. do Carmo 97, 1200-093 Lisboa, Portugal"
CONSELHO GERAL DA ORDEM DOS ADVOGADOS,braga,1,,,"https://www.google.com/maps/search/CONSELHO+GERAL+DA+ORDEM+DOS+ADVOGADOS+Largo+S%C3%A3o+Domingos+14+Piso+1,+1169-060+Lisboa,+Portugal","Largo São Domingos 14 Piso 1, 1169-060 Lisboa, Portugal"
Café Gelo,braga,1,,,"https://www.google.com/maps/search/Caf%C3%A9+Gelo+Pra%C3%A7a+Dom+Pedro+IV+64,+1100-200+Lisboa,+Portugal","Praça Dom Pedro IV 64, 1100-200 Lisboa, Portugal"
Cais Rooftop Lounge Bar,braga,1,,,"https://www.google.com/maps/search/Cais+Rooftop+Lounge+Bar+Av.+Alfredo+Lisboa,+04+-+Recife,+PE,+50030-150,+Brazil","Av. Alfredo Lisboa, 04 - Recife, PE, 50030-150, Brazil"
Caixa Cultural,braga,1,,,"https://www.google.com/maps/search/Caixa+Cultural+Av.+Alfredo+Lisboa,+505+-+Recife,+PE,+50030-150,+Brazil","Av. Alfredo Lisboa, 505 - Recife, PE, 50030-150, Brazil"
Camper,braga,1,,,"https://www.google.com/maps/search/Camper+2%C2%AA+Planta,+El+Corte+Ingles,+Av.+Ant%C3%B3nio+Augusto+de+Aguiar+31,+1069-413+Lisboa,+Portugal","2ª Planta, El Corte Ingles, Av. António Augusto de Aguiar 31, 1069-413 Lisboa, Portugal"
Campo Pequeno Shopping Mall,braga,1,,,"https://www.google.com/maps/search/Campo+Pequeno+Shopping+Mall+Av.+Rep%C3%BAblica,+1000-082+Lisboa,+Portugal","Av. República, 1000-082 Lisboa, Portugal"
Cantarinha Beirão,braga,1,,,"https://www.google.com/maps/search/Cantarinha+Beir%C3%A3o+R.+Rosa+Ara%C3%BAjo+47A,+1250-096+Lisboa,+Portugal","R. Rosa Araújo 47A, 1250-096 Lisboa, Portugal"
Capitólio,braga,1,,,"https://www.google.com/maps/search/Capit%C3%B3lio+Parque+Mayer,+1250-164+Lisboa,+Portugal","Parque Mayer, 1250-164 Lisboa, Portugal"
Carol Bueno Unhas de Gel e Fibra de Vidro,braga,1,,,"https://www.google.com/maps/search/Carol+Bueno+Unhas+de+Gel+e+Fibra+de+Vidro+R.+Cel.+Santos+Pedroso+5B,+1500-206+Lisboa,+Portugal","R. Cel. Santos Pedroso 5B, 1500-206 Lisboa, Portugal"
Casa Al Parma,braga,1,,,"https://www.google.com/maps/search/Casa+Al+Parma+R.+Jos%C3%A9+Duro+18C,+1700-260+Lisboa,+Portugal","R. José Duro 18C, 1700-260 Lisboa, Portugal"
Casa Belmonte Guest House,braga,1,,,"https://www.google.com/maps/search/Casa+Belmonte+Guest+House+Av.+Duque+de+Loul%C3%A9+95,+1050-045+Lisboa,+Portugal","Av. Duque de Loulé 95, 1050-045 Lisboa, Portugal"
Casa Portuguesa do Pastel de Bacalhau,braga,1,,,"https://www.google.com/maps/search/Casa+Portuguesa+do+Pastel+de+Bacalhau+R.+Augusta+106,+1100-053+Lisboa,+Portugal","R. Augusta 106, 1100-053 Lisboa, Portugal"
Casa de Pasto Oh Pereira,braga,1,,,"https://www.google.com/maps/search/Casa+de+Pasto+Oh+Pereira+R.+Arco+do+Cego+59,+1000-146+Lisboa,+Portugal","R. Arco do Cego 59, 1000-146 Lisboa, Portugal"
Casino Lisboa,braga,1,,,"https://www.google.com/maps/search/Casino+Lisboa+Alameda+dos+Oceanos+45,+1990-204+Lisboa,+Portugal","Alameda dos Oceanos 45, 1990-204 Lisboa, Portugal"
Castelo de São Jorge,braga,2,,,"https://www.google.com/maps/search/Castelo+de+S%C3%A3o+Jorge+R.+de+Santa+Cruz+do+Castelo,+1100-129+Lisboa,+Portugal","R. de Santa Cruz do Castelo, 1100-129 Lisboa, Portugal"
Centro Comercial Alvalade,braga,1,,,"https://www.google.com/maps/search/Centro+Comercial+Alvalade+Pra%C3%A7a+Alvalade+6B,+1700-036+Lisboa,+Portugal","Praça Alvalade 6B, 1700-036 Lisboa, Portugal"
Centro Cultural Cais do Sertão,braga,2,,,"https://www.google.com/maps/search/Centro+Cultural+Cais+do+Sert%C3%A3o+Armazen+10,+Av.+Alfredo+Lisboa,+s/n+-+Recife,+PE,+50030-150,+Brazil","Armazen 10, Av. Alfredo Lisboa, s/n - Recife, PE, 50030-150, Brazil"
Centro Cultural de Belém,braga,1,38.6955029,-9.2083542,"https://www.google.com/maps/place/Centro+Cultural+de+Bel%C3%A9m/@38.6955029,-9.2083542,17z/data=!3m1!4b1!4m6!3m5!1s0xd1ecb4342519d5b:0x36a4ec90864c9536!8m2!3d38.6955029!4d-9.2083542!16s%2Fm%2F027hhhg?entry=ttu&g_ep=EgoyMDI1MDIyNS4wIKXMDSoASAFQAw%3D%3D","Praça do Império, 1449-003 Lisboa, Portugal"
Centro Porsche Lisboa,braga,1,,,"https://www.google.com/maps/search/Centro+Porsche+Lisboa+Av.+Dr.+Francisco+Lu%C3%ADs+Gomes+1,+1800-177+Lisboa,+Portugal","Av. Dr. Francisco Luís Gomes 1, 1800-177 Lisboa, Portugal"
Centro Vasco da Gama,braga,3,,,"https://www.google.com/maps/search/Centro+Vasco+da+Gama+Av.+Dom+Jo%C3%A3o+II+40,+1990-094+Lisboa,+Portugal","Av. Dom João II 40, 1990-094 Lisboa, Portugal"
Chafariz do Carmo,braga,1,,,"https://www.google.com/maps/search/Chafariz+do+Carmo+Largo+do+Carmo+4,+1200-092+Lisboa,+Portugal","Largo do Carmo 4, 1200-092 Lisboa, Portugal"
"Chapelarias Azevedo Rua, Lda.",braga,1,,,"https://www.google.com/maps/search/Chapelarias+Azevedo+Rua,+Lda.+Pra%C3%A7a+Dom+Pedro+IV+69/72+73,+1100-202+Lisboa,+Portugal","Praça Dom Pedro IV 69/72 73, 1100-202 Lisboa, Portugal"
Chiado Club,braga,1,,,"https://www.google.com/maps/search/Chiado+Club+R.+de+Cascais+57,+1300-260+Lisboa,+Portugal","R. de Cascais 57, 1300-260 Lisboa, Portugal"
Choupana Caffé,braga,1,,,"https://www.google.com/maps/search/Choupana+Caff%C3%A9+Av.+da+Rep%C3%BAblica+25A,+1050-186+Lisboa,+Portugal","Av. da República 25A, 1050-186 Lisboa, Portugal"
Church of Saint Roch,braga,1,,,"https://www.google.com/maps/search/Church+of+Saint+Roch+Largo+Trindade+Coelho,+1200-470+Lisboa,+Portugal","Largo Trindade Coelho, 1200-470 Lisboa, Portugal"
Churrascaria Campo Grande,braga,1,,,"https://www.google.com/maps/search/Churrascaria+Campo+Grande+Campo+Grande+402,+Lisboa,+Portugal","Campo Grande 402, Lisboa, Portugal"
Churrasqueira De Sapadores,braga,1,,,"https://www.google.com/maps/search/Churrasqueira+De+Sapadores+Rua+dos+Sapadores+67+69,+1170-339+Lisboa,+Portugal","Rua dos Sapadores 67 69, 1170-339 Lisboa, Portugal"
Clínica CUF Belém,braga,1,,,"https://www.google.com/maps/search/Cl%C3%ADnica+CUF+Bel%C3%A9m+R.+Manuel+Maria+Viana+4,+1300-383+Lisboa,+Portugal","R. Manuel Maria Viana 4, 1300-383 Lisboa, Portugal"
Colina,braga,1,,,"https://www.google.com/maps/search/Colina+R.+Filipe+Folque+46+A+A,+1050-114+Lisboa,+Portugal","R. Filipe Folque 46 A A, 1050-114 Lisboa, Portugal"
Coliseu dos Recreios,braga,1,,,"https://www.google.com/maps/search/Coliseu+dos+Recreios+R.+das+Portas+de+Santo+Ant%C3%A3o+96,+1150-269+Lisboa,+Portugal","R. das Portas de Santo Antão 96, 1150-269 Lisboa, Portugal"
Colombo Shopping Centre,braga,3,38.7535691,-9.1883914,"https://www.google.com/maps/search/Colombo+Shopping+Centre+Av.+Lus%C3%ADada,+1500-392+Lisboa,+Portugal","Av. Lusíada, 1500-392 Lisboa, Portugal"
Comidinhas,braga,1,,,"https://www.google.com/maps/search/Comidinhas+R.+do+Vale+Formoso+de+Cima+154,+1950-273+Lisboa,+Portugal","R. do Vale Formoso de Cima 154, 1950-273 Lisboa, Portugal"
Conservatória dos Registos Centrais de Lisboa,braga,1,,,"https://www.google.com/maps/search/Conservat%C3%B3ria+dos+Registos+Centrais+de+Lisboa+R.+Rodrigo+da+Fonseca+202,+1070-224+Lisboa,+Portugal","R. Rodrigo da Fonseca 202, 1070-224 Lisboa, Portugal"
Consulate General of Angola,braga,1,,,"https://www.google.com/maps/search/Consulate+General+of+Angola+Rua+Fradesso+da+Silveira+Alc%C3%A2ntara+Rio+Bloco+E+1300-260,+1300-113+Lisboa,+Portugal","Rua Fradesso da Silveira Alcântara Rio Bloco E 1300-260, 1300-113 Lisboa, Portugal"
Consulate-General of the Federative Republic of Brazil in Lisbon,braga,1,,,"https://www.google.com/maps/search/Consulate-General+of+the+Federative+Republic+of+Brazil+in+Lisbon+R.+Ant%C3%B3nio+Maria+Cardoso+39,+1200-443+Lisboa,+Portugal","R. António Maria Cardoso 39, 1200-443 Lisboa, Portugal"
Continente,braga,1,,,"https://www.google.com/maps/search/Continente+Centro+Vasco+da+Gama,+Av.+Dom+Jo%C3%A3o+II,+1990-094+Lisboa,+Portugal","Centro Vasco da Gama, Av. Dom João II, 1990-094 Lisboa, Portugal"
Continente Bom Dia,braga,1,,,"https://www.google.com/maps/search/Continente+Bom+Dia+Campo+Grande+1-A,+1700-086+Lisboa,+Portugal","Campo Grande 1-A, 1700-086 Lisboa, Portugal"
Cordoaria Nacional,braga,1,,,"https://www.google.com/maps/search/Cordoaria+Nacional+Av.+da+%C3%8Dndia,+1300-598+Lisboa,+Portugal","Av. da Índia, 1300-598 Lisboa, Portugal"
Corner,braga,1,,,"https://www.google.com/maps/search/Corner+Rua+Joaquim+Ant%C3%B3nio+de+Aguiar,+P%C3%A7+do+Marqu%C3%AAs+de+Pombal+39,+1070-051+Lisboa,+Portugal","Rua Joaquim António de Aguiar, Pç do Marquês de Pombal 39, 1070-051 Lisboa, Portugal"
Costuras Da Ana,braga,1,,,"https://www.google.com/maps/search/Costuras+Da+Ana+R.+Em%C3%ADlia+das+Neves+16A,+1500-851+Lisboa,+Portugal","R. Emília das Neves 16A, 1500-851 Lisboa, Portugal"
Daniela Gregorio Noivas Hairstylist & Makeup,braga,1,,,"https://www.google.com/maps/search/Daniela+Gregorio+Noivas+Hairstylist+&+Makeup+Rua+5+de+outubro,+4+P%C3%B3voa+de+Santa+Iria,+2625-105+Lisboa,+Portugal","Rua 5 de outubro, 4 Póvoa de Santa Iria, 2625-105 Lisboa, Portugal"
Delirium Café Lisboa,braga,1,,,"https://www.google.com/maps/search/Delirium+Caf%C3%A9+Lisboa+Cal%C3%A7ada+Nova+de+S%C3%A3o+Francisco+2A,+1200-289+Lisboa,+Portugal","Calçada Nova de São Francisco 2A, 1200-289 Lisboa, Portugal"
Delta The Coffee House Avenida da Liberdade,braga,1,,,"https://www.google.com/maps/search/Delta+The+Coffee+House+Avenida+da+Liberdade+Avenida+da+Liberdade,+144+E/F,+1250-146+Lisboa,+Portugal","Avenida da Liberdade, 144 E/F, 1250-146 Lisboa, Portugal"
Doca da Marinha,braga,1,,,"https://www.google.com/maps/search/Doca+da+Marinha+A,+Av.+Infante+Dom+Henrique,+Lisboa,+Portugal","A, Av. Infante Dom Henrique, Lisboa, Portugal"
EXS - Seguros,braga,1,,,"https://www.google.com/maps/search/EXS+-+Seguros+Av.+Conselheiro+Fernando+de+Sousa+19+4%C2%BA+Piso,+1070-072+Lisboa,+Portugal","Av. Conselheiro Fernando de Sousa 19 4º Piso, 1070-072 Lisboa, Portugal"
Ei! Assessoria Migratória,braga,1,,,"https://www.google.com/maps/search/Ei!+Assessoria+Migrat%C3%B3ria+R.+Castilho+44+3%C2%BA+Piso,+1250-071+Lisboa,+Portugal","R. Castilho 44 3º Piso, 1250-071 Lisboa, Portugal"
Empanadaria El Pibe,braga,1,,,"https://www.google.com/maps/search/Empanadaria+El+Pibe+Tv.+Santa+Marta+4,+1150-300+Lisboa,+Portugal","Tv. Santa Marta 4, 1150-300 Lisboa, Portugal"
Escape Rooms Game Over - Santa Clara,braga,1,,,"https://www.google.com/maps/search/Escape+Rooms+Game+Over+-+Santa+Clara+Campo+de+Santa+Clara+160A,+1100-475+Lisboa,+Portugal","Campo de Santa Clara 160A, 1100-475 Lisboa, Portugal"
Escultura Adamastor,braga,1,,,"https://www.google.com/maps/search/Escultura+Adamastor+Miradouro+de,+R.+de+Santa+Catarina+401+401,+1200,+1200-012+Lisboa,+Portugal","Miradouro de, R. de Santa Catarina 401 401, 1200, 1200-012 Lisboa, Portugal"
Esplanada Cafe,braga,1,,,"https://www.google.com/maps/search/Esplanada+Cafe+Pra%C3%A7a+do+Pr%C3%ADncipe+Real,+1250-184+Lisboa,+Portugal","Praça do Príncipe Real, 1250-184 Lisboa, Portugal"
Estacionamento Alvalade XXI Entrada Norte,braga,1,,,"https://www.google.com/maps/search/Estacionamento+Alvalade+XXI+Entrada+Norte+Rua+Professor+Fernando+da+Fonseca+1600,+Lisboa,+Portugal","Rua Professor Fernando da Fonseca 1600, Lisboa, Portugal"
Estação Menina Bonita,braga,1,,,"https://www.google.com/maps/search/Esta%C3%A7%C3%A3o+Menina+Bonita+Av.+Infante+Dom+Henrique+306+Armazem+5+-+2%C2%BA+piso,+1950-421+Lisboa,+Portugal","Av. Infante Dom Henrique 306 Armazem 5 - 2º piso, 1950-421 Lisboa, Portugal"
Estrela do Minho,braga,1,,,"https://www.google.com/maps/search/Estrela+do+Minho+R.+dos+Bacalhoeiros+137,+1100-253+Lisboa,+Portugal","R. dos Bacalhoeiros 137, 1100-253 Lisboa, Portugal"
"Estudo Altamente, Lda.",braga,1,,,"https://www.google.com/maps/search/Estudo+Altamente,+Lda.+R.+Gaivotas+em+Terra+8F,+1990-601+Lisboa,+Portugal","R. Gaivotas em Terra 8F, 1990-601 Lisboa, Portugal"
Estádio do Sport Lisboa e Benfica,braga,1,,,"https://www.google.com/maps/search/Est%C3%A1dio+do+Sport+Lisboa+e+Benfica+Av.+Eus%C3%A9bio+da+Silva+Ferreira,+1500-313+Lisboa,+Portugal","Av. Eusébio da Silva Ferreira, 1500-313 Lisboa, Portugal"
FNAC,braga,1,,,"https://www.google.com/maps/search/FNAC+Centro+Colombo,+Av.+Lus%C3%ADada+Loja+A+-+103,+1500-392+Lisboa,+Portugal","Centro Colombo, Av. Lusíada Loja A - 103, 1500-392 Lisboa, Portugal"
Fei He,braga,1,,,"https://www.google.com/maps/search/Fei+He+Av.+Eng.+Arantes+e+Oliveira+13D,+1900-221+Lisboa,+Portugal","Av. Eng. Arantes e Oliveira 13D, 1900-221 Lisboa, Portugal"
Fnac,braga,1,,,"https://www.google.com/maps/search/Fnac+C.+Vasco+da+Gama,+1990-094+Lisboa,+Portugal","C. Vasco da Gama, 1990-094 Lisboa, Portugal"
Fogo de Chão (Campo Pequeno),braga,1,,,"https://www.google.com/maps/search/Fogo+de+Ch%C3%A3o+(Campo+Pequeno)+Av.+Elias+Garcia+13,+1000-145+Lisboa,+Portugal","Av. Elias Garcia 13, 1000-145 Lisboa, Portugal"
Fonte Luminosa,braga,1,,,"https://www.google.com/maps/search/Fonte+Luminosa+Alameda+Dom+Afonso+Henriques,+1900-221+Lisboa,+Portugal","Alameda Dom Afonso Henriques, 1900-221 Lisboa, Portugal"
Forninho Saloio,braga,1,,,"https://www.google.com/maps/search/Forninho+Saloio+Tv.+Parreiras+39,+1150-250+Lisboa,+Portugal","Tv. Parreiras 39, 1150-250 Lisboa, Portugal"
Four Seasons Ritz,braga,1,38.7255867,-9.1553181,"https://www.google.com/maps/place/Four+Seasons+Ritz/@38.7255867,-9.1553181,17z/data=!4m9!3m8!1s0xd193371b6441efb:0xbb3814d406b9a9f1!5m2!4m1!1i2!8m2!3d38.7255867!4d-9.1553181!16s%2Fm%2F04zjgjs?entry=ttu&g_ep=EgoyMDI1MDIyNS4wIKXMDSoASAFQAw%3D%3D","R. Rodrigo da Fonseca 88, 1099-039 Lisboa, Portugal"
Fábrica da Nata - Pastéis de Nata,braga,2,,,"https://www.google.com/maps/search/F%C3%A1brica+da+Nata+-+Past%C3%A9is+de+Nata+Pra%C3%A7a+dos+Restauradores+62+-68,+1250-110+Lisboa,+Portugal","Praça dos Restauradores 62 -68, 1250-110 Lisboa, Portugal"
GO fit Olivais,braga,1,,,"https://www.google.com/maps/search/GO+fit+Olivais+Av.+de+Berlim+s/n,+1800-178+Lisboa,+Portugal","Av. de Berlim s/n, 1800-178 Lisboa, Portugal"
Galp,braga,4,,,"https://www.google.com/maps/search/Galp+Av.+Eng.+Duarte+Pacheco,+1000-000+Lisboa,+Portugal","Av. Eng. Duarte Pacheco, 1000-000 Lisboa, Portugal"
Garrafeira Nacional,braga,1,,,"https://www.google.com/maps/search/Garrafeira+Nacional+R.+de+Santa+Justa+18,+1100-485+Lisboa,+Portugal","R. de Santa Justa 18, 1100-485 Lisboa, Portugal"
Hard Rock Cafe | Lisboa,braga,2,,,"https://www.google.com/maps/search/Hard+Rock+Cafe+%7C+Lisboa+Av.+da+Liberdade+2,+1250-144+Lisboa,+Portugal","Av. da Liberdade 2, 1250-144 Lisboa, Portugal"
Harley-Davidson Lisboa,braga,1,,,"https://www.google.com/maps/search/Harley-Davidson+Lisboa+R.+V%C3%ADtor+Hugo+16F,+1000-294+Lisboa,+Portugal","R. Vítor Hugo 16F, 1000-294 Lisboa, Portugal"
Hindu Community of Portugal,braga,1,,,"https://www.google.com/maps/search/Hindu+Community+of+Portugal+Alameda+Mahatma+Gandhi,+1600-500+Lisboa,+Portugal","Alameda Mahatma Gandhi, 1600-500 Lisboa, Portugal"
"Holiday Inn Express Lisbon Airport, an IHG Hotel",braga,2,,,"https://www.google.com/maps/search/Holiday+Inn+Express+Lisbon+Airport,+an+IHG+Hotel+R.+Guin%C3%A9+18-18B,+Prior-Velho,+2685-334+Lisboa,+Portugal","R. Guiné 18-18B, Prior-Velho, 2685-334 Lisboa, Portugal"
Holy Grail Burger,braga,1,,,"https://www.google.com/maps/search/Holy+Grail+Burger+Cal%C3%A7ada+da+Ajuda+113,+1300-566+Lisboa,+Portugal","Calçada da Ajuda 113, 1300-566 Lisboa, Portugal"
Hotel Canadá,braga,1,,,"https://www.google.com/maps/search/Hotel+Canad%C3%A1+Av.+Defensores+de+Chaves+35,+1000-111+Lisboa,+Portugal","Av. Defensores de Chaves 35, 1000-111 Lisboa, Portugal"
Hotel Duas Nações,braga,1,,,"https://www.google.com/maps/search/Hotel+Duas+Na%C3%A7%C3%B5es+R.+da+Vit%C3%B3ria+41,+1100-618+Lisboa,+Portugal","R. da Vitória 41, 1100-618 Lisboa, Portugal"
Hotel Travel Park Lisboa,braga,1,,,"https://www.google.com/maps/search/Hotel+Travel+Park+Lisboa+Av.+Alm.+Reis+64,+1150-020+Lisboa,+Portugal","Av. Alm. Reis 64, 1150-020 Lisboa, Portugal"
Hotel sao bento Lisboa,braga,1,,,"https://www.google.com/maps/search/Hotel+sao+bento+Lisboa+R.+de+S%C3%A3o+Bento+347,+1269-084+Lisboa,+Portugal","R. de São Bento 347, 1269-084 Lisboa, Portugal"
Humberto Delgado Airport,braga,7,,,"https://www.google.com/maps/search/Humberto+Delgado+Airport+Alameda+das+Comunidades+Portuguesas,+1700-111+Lisboa,+Portugal","Alameda das Comunidades Portuguesas, 1700-111 Lisboa, Portugal"
Häagen-Dazs,braga,1,,,"https://www.google.com/maps/search/H%C3%A4agen-Dazs+El+Corte+Ingl%C3%A9s+de+Lisboa,+Av.+Ant%C3%B3nio+Augusto+de+Aguiar+31,+1069-413+Lisboa,+Portugal","El Corte Inglés de Lisboa, Av. António Augusto de Aguiar 31, 1069-413 Lisboa, Portugal"
"IDTraining - Consultoria, Formação e Coaching",braga,1,,,"https://www.google.com/maps/search/IDTraining+-+Consultoria,+Forma%C3%A7%C3%A3o+e+Coaching+Av.+%C3%93scar+Monteiro+Torres+29,+1000-215+Lisboa,+Portugal","Av. Óscar Monteiro Torres 29, 1000-215 Lisboa, Portugal"
Imperador Hotel,braga,1,,,"https://www.google.com/maps/search/Imperador+Hotel+Avenida+5+de+Outubro+55,+1050-048+Lisboa,+Portugal","Avenida 5 de Outubro 55, 1050-048 Lisboa, Portugal"
Irish & Co.,braga,1,,,"https://www.google.com/maps/search/Irish+&+Co.+R.+da+Pimenta+57+a+61,+1900-280+Lisboa,+Portugal","R. da Pimenta 57 a 61, 1900-280 Lisboa, Portugal"
Jardim Zoológico,braga,1,,,"https://www.google.com/maps/search/Jardim+Zool%C3%B3gico+Pra%C3%A7a+Marechal+Humberto+Delgado,+1549-004+Lisboa,+Portugal","Praça Marechal Humberto Delgado, 1549-004 Lisboa, Portugal"
Jardim da Alameda Dom Afonso Henriques,braga,1,,,"https://www.google.com/maps/search/Jardim+da+Alameda+Dom+Afonso+Henriques+Alameda+Dom+Afonso+Henriques,+1399-021+Lisboa,+Portugal","Alameda Dom Afonso Henriques, 1399-021 Lisboa, Portugal"
Jardim da Torre de Belém,braga,3,,,"https://www.google.com/maps/search/Jardim+da+Torre+de+Bel%C3%A9m+Av.+Bras%C3%ADlia,+1400-038+Lisboa,+Portugal","Av. Brasília, 1400-038 Lisboa, Portugal"
Jardim do Torel,braga,1,,,"https://www.google.com/maps/search/Jardim+do+Torel+R.+J%C3%BAlio+de+Andrade,+1150-122+Lisboa,+Portugal","R. Júlio de Andrade, 1150-122 Lisboa, Portugal"
Jerónimos Monastery,braga,3,,,"https://www.google.com/maps/search/Jer%C3%B3nimos+Monastery+Pra%C3%A7a+do+Imp%C3%A9rio+1400-206+Lisboa,+Portugal","Praça do Império 1400-206 Lisboa, Portugal"
Joalharia Ferreira Marques,braga,1,,,"https://www.google.com/maps/search/Joalharia+Ferreira+Marques+Pra%C3%A7a+Dom+Pedro+IV,+Pra%C3%A7a+do+Rossio+7+a+9,+1100-581+Lisboa,+Portugal","Praça Dom Pedro IV, Praça do Rossio 7 a 9, 1100-581 Lisboa, Portugal"
José Alvalade Stadium,braga,3,38.7612216,-9.16179,"https://www.google.com/maps/place/Jos%C3%A9+Alvalade+Stadium/@38.7612216,-9.16179,17z/data=!4m6!3m5!1s0xd1932e5b5aa2a9b:0xc4fe8035597d8f22!8m2!3d38.7612216!4d-9.16179!16zL20vMDNiaHZy?entry=ttu&g_ep=EgoyMDI1MDIyNS4wIKXMDSoASAFQAw%3D%3D","Rua Professor Fernando da Fonseca, 1501-806 Lisboa, Portugal"
Julgado de Paz de Lisboa,braga,1,,,"https://www.google.com/maps/search/Julgado+de+Paz+de+Lisboa+R.+dos+Douradores+116,+1100-207+Lisboa,+Portugal","R. dos Douradores 116, 1100-207 Lisboa, Portugal"
Justice Campus of Lisbon,braga,1,,,"https://www.google.com/maps/search/Justice+Campus+of+Lisbon+Alameda+dos+Oceanos+1341,+1990-083+Lisboa,+Portugal","Alameda dos Oceanos 1341, 1990-083 Lisboa, Portugal"
Já Te Disse,braga,1,,,"https://www.google.com/maps/search/J%C3%A1+Te+Disse+Passeio+da+Nau+Catrineta,+1990-193+Lisboa,+Portugal","Passeio da Nau Catrineta, 1990-193 Lisboa, Portugal"
Kid to Kid (Picoas),braga,1,,,"https://www.google.com/maps/search/Kid+to+Kid+(Picoas)+R.+Pedro+Nunes+47,+1050-053+Lisboa,+Portugal","R. Pedro Nunes 47, 1050-053 Lisboa, Portugal"
